"Gym_Name","Regular_Adult_Fees","Offpeak_Adult_Fees","Per_Entry","Opening_Hours","Offpeak_Hours","Misc_Fees","Locations","Cleaned_Address","Region","lat","long","Barre","Boxing","Cycling","Dance","Gym.Time","Martial.Arts","Pilates","Strength.Training","Stretching","Yoga","Student_price","Adult_price","Senior_price","Nearest_MRT_Station","Nearest_Bus_Stop","Distance_from_MRT_km","Distance_from_busstop_km"
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Kim Keat","Kim Keat, Singapore","Toa Payoh",1.3294271,103.8532782,0,0,1,0,1,0,0,1,0,1,69,69,69,"Toa Payoh MRT","Blk 105",0.737184850771309,0.154738101663982
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Marsiling Park","Marsiling Park, Singapore","Woodlands",1.4372572,103.7699719,0,0,1,0,1,0,0,1,0,1,69,69,69,"Marsiling MRT","W'Lands Town Gdn",0.695710850824081,0.138638310292376
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Marymount, Singapore","Marymount, Singapore","Bishan",1.34860435,103.8393926,0,0,1,0,1,0,0,1,0,1,69,69,69,"Marymount MRT","Opp Marymount Stn",0.0117799325967131,0.127183878358285
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Orchard Plaza – The Gym Pod – Container Gyms in Singapore","Orchard Plaza, Singapore","Orchard",1.3012311,103.8411237,0,0,1,0,1,0,0,1,0,1,69,69,69,"Somerset MRT","Orchard Plaza",0.249926236177189,0.0557434031124105
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Pasir Ris Park Carpark A","Pasir Ris Park , Singapore","Pasir Ris",1.37907725,103.9504783,0,0,1,0,1,0,0,1,0,1,69,69,69,"Pasir Ris MRT","Aft Pasir Ris Rd",0.692010393458656,0.296469925946884
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Pasir Ris Park Carpark D","Pasir Ris Park , Singapore","Pasir Ris",1.37907725,103.9504783,0,0,1,0,1,0,0,1,0,1,69,69,69,"Pasir Ris MRT","Aft Pasir Ris Rd",0.692010393458656,0.296469925946884
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Pasir Ris Park Carpark D (The Grit Pod)","Pasir Ris Park , Singapore","Pasir Ris",1.37907725,103.9504783,0,0,1,0,1,0,0,1,0,1,69,69,69,"Pasir Ris MRT","Aft Pasir Ris Rd",0.692010393458656,0.296469925946884
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Upper Paya Lebar, Singapore","Upper Paya Lebar, Singapore","Hougang",1.3520819,103.8773839,0,0,1,0,1,0,0,1,0,1,69,69,69,"Serangoon MRT","Aft Jln Chermat",0.501063013146915,0.0576392750615516
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Punggol Park","Punggol Park, Singapore","Hougang",1.37706995,103.8984841,0,0,1,0,1,0,0,1,0,1,69,69,69,"Ranggung Lrt","Opp Blk 475B",0.766220776545764,0.180419665122489
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Selegie Road","Selegie Road, Singapore","Rochor",1.3014054,103.8500128,0,0,1,0,1,0,0,1,0,1,69,69,69,"Bencoolen MRT","Peace Ctr",0.286047397019106,0.0502041992713967
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Shell @ Telok Blangah","Shell, Singapore","Hougang",1.3835086,103.8770677,0,0,1,0,1,0,0,1,0,1,69,69,69,"Fernvale Lrt","Ch Of St. Vincent De Paul",0.936660591561551,0.112786711032975
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Tampines, Singapore","Tampines, Singapore","Tampines",1.3546528,103.9435712,0,0,1,0,1,0,0,1,0,1,69,69,69,"Tampines MRT","Tampines Int",0.228788988319209,0.0684019798254629
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Techplace 1","Techplace 1, Singapore","Ang Mo Kio",1.3598891,103.8567427,0,0,1,0,1,0,0,1,0,1,69,69,69,"Lorong Chuan MRT","Opp Blk 4025",1.23963233681143,0.156495048602271
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","The Promenade @ Pelikat"," Promenade, Singapore","Downtown Core",1.29267315,103.8610155,0,0,1,0,1,0,0,1,0,1,69,69,69,"Promenade MRT","Promenade Stn",0.0606749269729822,0.00776090506417229
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","VIIO Balestier","VIIO Balestier, Singapore","Novena",1.3268791,103.8459146,0,0,1,0,1,0,0,1,0,1,69,69,69,"Toa Payoh MRT","Zhongshan Mall",0.664444203432362,0.063240566075107
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Wisma Geylang Serai","Wisma Geylang Serai, Singapore","Geylang",1.31649575,103.8967293,0,0,1,0,1,0,0,1,0,1,69,69,69,"Paya Lebar MRT","Blk 416",0.443210059866385,0.151805054701264
"The Gym Pod","$12.90 (first 6 sessions, $7.50 per session)
$69 (first 10 sessions free)","-","$7.50 (Off-Peak)
$9.50 (Peak)","24-hour access","Mon to Sun
- 12am to 7am","-","Yishun Neighbourhood Park","Yishun Neighbourhood Park, Singapore","Yishun",1.4377047,103.8350637,0,0,1,0,1,0,0,1,0,1,69,69,69,"Canberra MRT","Opp Yishun Ind Pk A",0.851559272944965,0.146930084772112
"SAFRA EnergyOne","~$47 - $62 (SAFRA Member)
~$84 - $105 (non-SAFRA member)
(till 31 Mar 2024)","~$56 - $73
(till 31 Mar 2024)","Off-Peak
$8.75 (SAFRA Members)
$13.10 (Guest)
Peak
$14.20 (SAFRA Members)
$21.80 (Guest)","Mon to Sun
- 6.30am to 10.30pm","Mon to Fri
- 6.30am to 5pm
Sat & Sun
- 6.30am to 1pm
- 8pm to 10.30pm","-","Choa Chu kang","Choa Chu kang, Singapore","Choa Chu Kang",1.3853167,103.744325,0,0,1,0,1,0,0,1,0,0,50,50,50,"Choa Chu Kang MRT","Choa Chu Kang Int",0.00674660291388663,0.0326489273795382
"SAFRA EnergyOne","~$47 - $62 (SAFRA Member)
~$84 - $105 (non-SAFRA member)
(till 31 Mar 2024)","~$56 - $73
(till 31 Mar 2024)","Off-Peak
$8.75 (SAFRA Members)
$13.10 (Guest)
Peak
$14.20 (SAFRA Members)
$21.80 (Guest)","Mon to Sun
- 6.30am to 10.30pm","Mon to Fri
- 6.30am to 5pm
Sat & Sun
- 6.30am to 1pm
- 8pm to 10.30pm","-","Jurong","Jurong, Singapore","Western Islands",1.2596598,103.6704396,0,0,1,0,1,0,0,1,0,0,50,50,50,"Gul Circle MRT","Keppel Shipyard",6.75147426221137,3.99876922661827
"SAFRA EnergyOne","~$47 - $62 (SAFRA Member)
~$84 - $105 (non-SAFRA member)
(till 31 Mar 2024)","~$56 - $73
(till 31 Mar 2024)","Off-Peak
$8.75 (SAFRA Members)
$13.10 (Guest)
Peak
$14.20 (SAFRA Members)
$21.80 (Guest)","Mon to Sun
- 6.30am to 10.30pm","Mon to Fri
- 6.30am to 5pm
Sat & Sun
- 6.30am to 1pm
- 8pm to 10.30pm","-","Mount Faber","Mount Faber, Singapore","Bukit Merah",1.2735672,103.817645,0,0,1,0,1,0,0,1,0,0,50,50,50,"Telok Blangah MRT","Al-Amin Mque",0.928239859410114,0.29155461740341
"SAFRA EnergyOne","~$47 - $62 (SAFRA Member)
~$84 - $105 (non-SAFRA member)
(till 31 Mar 2024)","~$56 - $73
(till 31 Mar 2024)","Off-Peak
$8.75 (SAFRA Members)
$13.10 (Guest)
Peak
$14.20 (SAFRA Members)
$21.80 (Guest)","Mon to Sun
- 6.30am to 10.30pm","Mon to Fri
- 6.30am to 5pm
Sat & Sun
- 6.30am to 1pm
- 8pm to 10.30pm","-","Punggol","Punggol, Singapore","Punggol",1.4066092,103.9036761,0,0,1,0,1,0,0,1,0,0,50,50,50,"Punggol Lrt","Punggol View Pr Sch",0.212920541922342,0.139009414383973
"SAFRA EnergyOne","~$47 - $62 (SAFRA Member)
~$84 - $105 (non-SAFRA member)
(till 31 Mar 2024)","~$56 - $73
(till 31 Mar 2024)","Off-Peak
$8.75 (SAFRA Members)
$13.10 (Guest)
Peak
$14.20 (SAFRA Members)
$21.80 (Guest)","Mon to Sun
- 6.30am to 10.30pm","Mon to Fri
- 6.30am to 5pm
Sat & Sun
- 6.30am to 1pm
- 8pm to 10.30pm","-","Tampines","Tampines, Singapore","Tampines",1.3546528,103.9435712,0,0,1,0,1,0,0,1,0,0,50,50,50,"Tampines MRT","Tampines Int",0.228788988319209,0.0684019798254629
"SAFRA EnergyOne","~$47 - $62 (SAFRA Member)
~$84 - $105 (non-SAFRA member)
(till 31 Mar 2024)","~$56 - $73
(till 31 Mar 2024)","Off-Peak
$8.75 (SAFRA Members)
$13.10 (Guest)
Peak
$14.20 (SAFRA Members)
$21.80 (Guest)","Mon to Sun
- 6.30am to 10.30pm","Mon to Fri
- 6.30am to 5pm
Sat & Sun
- 6.30am to 1pm
- 8pm to 10.30pm","-","Toa Payoh","Toa Payoh, Singapore","Toa Payoh",1.3353906,103.8497414,0,0,1,0,1,0,0,1,0,0,50,50,50,"Toa Payoh MRT","Opp Blk 177",0.39291737381523,0.158031741245129
"SAFRA EnergyOne","~$47 - $62 (SAFRA Member)
~$84 - $105 (non-SAFRA member)
(till 31 Mar 2024)","~$56 - $73
(till 31 Mar 2024)","Off-Peak
$8.75 (SAFRA Members)
$13.10 (Guest)
Peak
$14.20 (SAFRA Members)
$21.80 (Guest)","Mon to Sun
- 6.30am to 10.30pm","Mon to Fri
- 6.30am to 5pm
Sat & Sun
- 6.30am to 1pm
- 8pm to 10.30pm","-","Yishun","Yishun, Singapore","Yishun",1.4293839,103.8350282,0,0,1,0,1,0,0,1,0,0,50,50,50,"Yishun MRT","Yishun Stn",0.00660077689328852,0.0220577854788998
"Dennis Gym","$64.17 - $120","-","-","24-hour access","-","-","Balestier","Balestier, Singapore","Novena",1.326226,103.8473149,0,0,1,0,1,0,0,1,0,0,83,83,83,"Toa Payoh MRT","Opp Zhongshan Mall",0.713130860908299,0.0998873769794083
"Dennis Gym","$64.17 - $120","-","-","24-hour access","-","-","Farrer Park","Farrer Park, Singapore","Rochor",1.31247425,103.8541424,0,0,1,0,1,0,0,1,0,0,83,83,83,"Farrer Park MRT","Farrer Pk Stn Exit A",0.01533631590672,0.0855968820536716
"Dennis Gym","$64.17 - $120","-","-","24-hour access","-","-","Jurong","Jurong, Singapore","Western Islands",1.2596598,103.6704396,0,0,1,0,1,0,0,1,0,0,83,83,83,"Gul Circle MRT","Keppel Shipyard",6.75147426221137,3.99876922661827
"Dennis Gym","$64.17 - $120","-","-","24-hour access","-","-","Tampines","Tampines, Singapore","Tampines",1.3546528,103.9435712,0,0,1,0,1,0,0,1,0,0,83,83,83,"Tampines MRT","Tampines Int",0.228788988319209,0.0684019798254629
"Dennis Gym","$64.17 - $120","-","-","24-hour access","-","-","Tai Seng","Tai Seng, Singapore","Hougang",1.3353828,103.8883061,0,0,1,0,1,0,0,1,0,0,83,83,83,"Tai Seng MRT","Aft Tai Seng Stn",0.0129726613676231,0.034408972513306
"Dennis Gym","$64.17 - $120","-","-","24-hour access","-","-","Taman Jurong","Taman Jurong, Singapore","Jurong West",1.334224,103.7226081,0,0,1,0,1,0,0,1,0,0,83,83,83,"Lakeside MRT","Blk 117",1.13212336147298,0.0520588818674694
"HomeTeamNS (Fitness Workz)","$81.25 - $145 (Guest)
$61.25 - $103.33 (Affiliate)
$49.17 - $85 (HomeTeamNS)","$72.92 - $110 (Guest)
$52.92 - $80 (Affiliate)
$40.83 - $66.67 (HomeTeamNS)","Off-Peak
$8.60 (HomeTeamNS)
$12.80 (Affiliate)
$21.40 (Guest)
All Day
$8.60 (HomeTeamNS)
$12.80 (Affiliate)
$21.40 (Guest)","Mon to Sun
- 7am to 10.30pm","Mon to Fri
- 7am to 5.15pm
Sat & Sun, PH
- 7am to 1.45pm","-","Balestier","Balestier, Singapore","Novena",1.326226,103.8473149,0,1,1,0,1,1,0,1,0,1,82,82,82,"Toa Payoh MRT","Opp Zhongshan Mall",0.713130860908299,0.0998873769794083
"HomeTeamNS (Fitness Workz)","$81.25 - $145 (Guest)
$61.25 - $103.33 (Affiliate)
$49.17 - $85 (HomeTeamNS)","$72.92 - $110 (Guest)
$52.92 - $80 (Affiliate)
$40.83 - $66.67 (HomeTeamNS)","Off-Peak
$8.60 (HomeTeamNS)
$12.80 (Affiliate)
$21.40 (Guest)
All Day
$8.60 (HomeTeamNS)
$12.80 (Affiliate)
$21.40 (Guest)","Mon to Sun
- 7am to 10.30pm","Mon to Fri
- 7am to 5.15pm
Sat & Sun, PH
- 7am to 1.45pm","-","Bedok","Bedok, Singapore","Bedok",1.3239765,103.930216,0,1,1,0,1,1,0,1,0,1,82,82,82,"Bedok MRT","Bedok Stn Exit B",0.0239876135533293,0.0386042654466607
"HomeTeamNS (Fitness Workz)","$81.25 - $145 (Guest)
$61.25 - $103.33 (Affiliate)
$49.17 - $85 (HomeTeamNS)","$72.92 - $110 (Guest)
$52.92 - $80 (Affiliate)
$40.83 - $66.67 (HomeTeamNS)","Off-Peak
$8.60 (HomeTeamNS)
$12.80 (Affiliate)
$21.40 (Guest)
All Day
$8.60 (HomeTeamNS)
$12.80 (Affiliate)
$21.40 (Guest)","Mon to Sun
- 7am to 10.30pm","Mon to Fri
- 7am to 5.15pm
Sat & Sun, PH
- 7am to 1.45pm","-","Bukit Batok","Bukit Batok, Singapore","Bukit Batok",1.3490572,103.7495906,0,1,1,0,1,1,0,1,0,1,82,82,82,"Bukit Batok MRT","Bt Batok Int",0.00449163661139708,0.193100979972079
"HomeTeamNS (Fitness Workz)","$81.25 - $145 (Guest)
$61.25 - $103.33 (Affiliate)
$49.17 - $85 (HomeTeamNS)","$72.92 - $110 (Guest)
$52.92 - $80 (Affiliate)
$40.83 - $66.67 (HomeTeamNS)","Off-Peak
$8.60 (HomeTeamNS)
$12.80 (Affiliate)
$21.40 (Guest)
All Day
$8.60 (HomeTeamNS)
$12.80 (Affiliate)
$21.40 (Guest)","Mon to Sun
- 7am to 10.30pm","Mon to Fri
- 7am to 5.15pm
Sat & Sun, PH
- 7am to 1.45pm","-","Khatib","Khatib, Singapore","Yishun",1.4173597,103.8330179,0,1,1,0,1,1,0,1,0,1,82,82,82,"Khatib MRT","Opp Khatib Stn",0.00343040373321115,0.0589023916424619
"GymmBoxx","$95 - $130","$65 - $110","-","24-hour access","Mon to Fri
- 12am to 4pm
- 11pm to 11.59pm
Sat & Sun","Registration Fee applies","Bishan","Bishan, Singapore","Bishan",1.3509859,103.8482551,0,0,1,0,1,0,0,1,0,0,98,98,98,"Bishan MRT","BISHAN STN",0.0238613973619713,0.0372349948355843
"GymmBoxx","$95 - $130","$65 - $110","-","24-hour access","Mon to Fri
- 12am to 4pm
- 11pm to 11.59pm
Sat & Sun","Registration Fee applies","Canberra Plaza","Canberra Plaza, Singapore","Sembawang",1.4431568,103.830618,0,0,1,0,1,0,0,1,0,0,98,98,98,"Canberra MRT","BLK 129A",0.098868410168853,0.316535255176843
"GymmBoxx","$95 - $130","$65 - $110","-","24-hour access","Mon to Fri
- 12am to 4pm
- 11pm to 11.59pm
Sat & Sun","Registration Fee applies","Hougang Ave 7, Singapore","Hougang Ave 7, Singapore","Hougang",1.3624652,103.8953421,0,0,1,0,1,0,0,1,0,0,98,98,98,"Hougang MRT","Aft Defu Ave 1",1.03496956952625,0.140498943348492
"GymmBoxx","$95 - $130","$65 - $110","-","24-hour access","Mon to Fri
- 12am to 4pm
- 11pm to 11.59pm
Sat & Sun","Registration Fee applies","Fernvale","Fernvale, Singapore","Sengkang",1.39194505,103.8762535,0,0,1,0,1,0,0,1,0,0,98,98,98,"Fernvale Lrt","Opp Fernvale Stn",0.00664976340931487,0.136379624902942
"GymmBoxx","$95 - $130","$65 - $110","-","24-hour access","Mon to Fri
- 12am to 4pm
- 11pm to 11.59pm
Sat & Sun","Registration Fee applies","Margaret Market","Margaret Market, Singapore","Queenstown",1.2977505,103.804329,0,0,1,0,1,0,0,1,0,0,98,98,98,"Queenstown MRT","Aft Ch Of Our Saviour",0.36687022752838,0.0800327118528445
"GymmBoxx","$95 - $130","$65 - $110","-","24-hour access","Mon to Fri
- 12am to 4pm
- 11pm to 11.59pm
Sat & Sun","Registration Fee applies","Keat Hong","Keat Hong, Singapore","Choa Chu Kang",1.3786034,103.7490207,0,0,1,0,1,0,0,1,0,0,98,98,98,"Keat Hong Lrt","Opp Blks 237/239",0.00617865723045482,0.156126319373072
"GymmBoxx","$95 - $130","$65 - $110","-","24-hour access","Mon to Fri
- 12am to 4pm
- 11pm to 11.59pm
Sat & Sun","Registration Fee applies","Yew Tee","Yew Tee, Singapore","Choa Chu Kang",1.3974608,103.7474009,0,0,1,0,1,0,0,1,0,0,98,98,98,"Yew Tee MRT","Yew Tee Stn",0.00825925552119916,0.0188068746336218
"GymmBoxx","$95 - $130","$65 - $110","-","24-hour access","Mon to Fri
- 12am to 4pm
- 11pm to 11.59pm
Sat & Sun","Registration Fee applies","Vista Point","Vista Point, Singapore","Woodlands",1.4307324,103.7940437,0,0,1,0,1,0,0,1,0,0,98,98,98,"Woodlands South MRT","Opp Blk 583",0.386859673055423,0.0835563951282368
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","ACE The Place Community Club","ACE  Place , Singapore","Woodlands",1.4274721,103.7921603,0,0,1,0,1,0,0,1,0,1,118,118,118,"Woodlands South MRT","Opp Blk 540",0.185229335833564,0.0613929222791267
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Balestier","Balestier, Singapore","Novena",1.326226,103.8473149,0,0,1,0,1,0,0,1,0,1,118,118,118,"Toa Payoh MRT","Opp Zhongshan Mall",0.713130860908299,0.0998873769794083
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Bedok Community Center","Bedok Community Center, Singapore","Bedok",1.32428785,103.936066,0,0,1,0,1,0,0,1,0,1,118,118,118,"Bedok MRT","Opp Blk 220 CP",0.681456407748236,0.151284722554384
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Boon Keng","Boon Keng, Singapore","Kallang",1.3191097,103.8612089,0,0,1,0,1,0,0,1,0,1,118,118,118,"Boon Keng MRT","Boon Keng Stn/Blk 102",0.0627931274909733,0.127797507577653
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Boon Lay","Boon Lay, Singapore","Jurong West",1.3385504,103.7058124,0,0,1,0,1,0,0,1,0,1,118,118,118,"Boon Lay MRT","Boon Lay Int",0.0300580753540046,0.0940608386981094
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Broadway Plaza","Broadway Plaza, Singapore","Ang Mo Kio",1.37193525,103.8459598,0,0,1,0,1,0,0,1,0,1,118,118,118,"Ang Mo Kio MRT","Bef Al-Muttaqin Mque",0.523979816231525,0.120307577540782
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Bukit Timah Shopping Centre","Bukit Timah Shopping Centre, Singapore","Bukit Timah",1.3432265,103.775786,0,0,1,0,1,0,0,1,0,1,118,118,118,"Beauty World MRT","Beauty World Stn Exit B",0.223065606081514,0.0669493642641432
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Buona Vista","Buona Vista, Singapore","Queenstown",1.30660965,103.790751,0,0,1,0,1,0,0,1,0,1,118,118,118,"Buona Vista MRT","Buona Vista Stn Exit C",0.0930634096254783,0.0274532462340967
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Cantonment Road","Cantonment Road, Singapore","Outram",1.2764579,103.8408419,0,0,1,0,1,0,0,1,0,1,118,118,118,"Tanjong Pagar MRT","Maritime Hse",0.563651503380616,0.0416415706194141
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Cecil Street","Cecil Street, Singapore","Downtown Core",1.2822338,103.8498919,0,0,1,0,1,0,0,1,0,1,118,118,118,"Telok Ayer MRT","Prudential Twr",0.177861754317002,0.037160128876654
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Choa Chu Kang","Choa Chu Kang, Singapore","Choa Chu Kang",1.3853167,103.744325,0,0,1,0,1,0,0,1,0,1,118,118,118,"Choa Chu Kang MRT","Choa Chu Kang Int",0.00674660291388663,0.0326489273795382
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Choa Chu Kang Centre","Choa Chu Kang Centre, Singapore","Choa Chu Kang",1.38512285,103.7457279,0,0,1,0,1,0,0,1,0,1,118,118,118,"Choa Chu Kang Lrt","Lot 1 Shoppers' Mall",0.13149499045887,0.0929210649765979
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Hougang Ave 7, Singapore","Hougang Ave 7, Singapore","Hougang",1.3624652,103.8953421,0,0,1,0,1,0,0,1,0,1,118,118,118,"Hougang MRT","Aft Defu Ave 1",1.03496956952625,0.140498943348492
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Clementi City","Clementi , Singapore","Clementi",1.3151003,103.7652311,0,0,1,0,1,0,0,1,0,1,118,118,118,"Clementi MRT","Clementi Stn",0.0195819300821531,0.0235631622553697
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","CSC Bukit Batok"," Bukit Batok, Singapore","Bukit Batok",1.3490572,103.7495906,0,0,1,0,1,0,0,1,0,1,118,118,118,"Bukit Batok MRT","Bt Batok Int",0.00449163661139708,0.193100979972079
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Djitsun Mall","Djitsun Mall, Singapore","Ang Mo Kio",1.3728336,103.8476584,0,0,1,0,1,0,0,1,0,1,118,118,118,"Ang Mo Kio MRT","Aft Ang Mo Kio Int",0.460874218389044,0.150253273945915
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Downtown, Singapore","Downtown, Singapore","Downtown Core",1.27952885,103.8528525,0,0,1,0,1,0,0,1,0,1,118,118,118,"Downtown MRT","Downtown Stn",0.011353811703197,0.0188413991908729
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Eastpoint Mall","Eastpoint Mall, Singapore","Tampines",1.3424679,103.9528535,0,0,1,0,1,0,0,1,0,1,118,118,118,"Simei MRT","Simei Stn",0.0972019816859291,0.0672667422239881
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Elias Community Centre","Elias , Singapore","Pasir Ris",1.3833508,103.9390071,0,0,1,0,1,0,0,1,0,1,118,118,118,"Pasir Ris MRT","Opp Blk 713",1.62409241356682,0.0859221601228143
"Anytime Fitness","$60 - $160","-","-","24-hour access","-","Price varies with location & promos","Geylang","Geylang, Singapore","Geylang",1.3181862,103.8870563,0,0,1,0,1,0,0,1,0,1,118,118,118,"Aljunied MRT","Opp Geylang Polyclinic",0.505914153555829,0.0796624394017299
